ticker,asof_date,confidence,entry,stop,target,max_hold_days,outcome,exit_price,ret_pct,hold_sessions,ret_5d_pct,ret_10d_pct,vol_ratio,atr_pct,breakout_dist_pct
IBM,2026-06-02,95,320.4200134277344,301.36143493652344,358.53717041015625,3,stop,301.36143493652344,-5.947998780516029,2,26.229127816885867,46.11035520693123,3.0692519634543314,3.965332520344019,-6.4518317035662385
MGM,2026-06-02,100,50.689998626708984,47.68678447178432,56.69642693655832,4,stop,47.68678447178432,-5.924668053437753,2,32.00519951163929,37.11116297805987,4.460629676990997,3.9497787022918387,-14.47606148175665
PURR,2026-06-02,93,10.869999885559082,9.428928426333837,13.752142804009573,3,stop,9.428928426333837,-13.257327271362026,2,41.720987971767265,55.50787183817387,2.6840571646594125,8.838218180908022,-6.204203714531304
SAIC,2026-06-02,97,115.08000183105469,107.94321605137416,129.35357339041573,3,time,114.3499984741211,-0.6343442347222835,3,15.068492523674127,23.835146296287334,3.2342203187530716,4.134390954771224,-8.54556260597731
SPCE,2026-06-02,100,7.519999980926514,6.436464275632586,9.687071391514369,3,stop,6.436464275632586,-14.408719521837405,1,132.0987641602423,167.6156631337162,7.590556706342509,9.605813014558272,-13.767017080652927
FTK,2026-06-03,86,23.329999923706055,21.069285597120015,27.85142857687814,3,time,23.549999237060547,0.942988915876278,3,17.947417157863566,17.354129318818412,2.831023640386631,6.4601066837521,-4.901079873226494
GRRR,2026-06-03,100,21.780000686645508,19.503964866910664,26.3320723261152,3,stop,19.503964866910664,-10.450118218455357,1,32.32078917423156,67.66744472983706,3.9175214715393443,6.966745478970243,-2.014052915657045
HPE,2026-06-03,100,56.150001525878906,51.005108152117046,66.43978827340263,4,stop,51.005108152117046,-9.162766222527415,2,47.53021413520686,70.15151977539062,4.668546771346398,6.108510815018274,-17.05232457164378
MRVL,2026-06-03,96,290.7900085449219,260.99465506417414,350.3807155064174,3,time,288.8500061035156,-0.6671489337318666,3,39.62835696482119,72.13640037445592,3.2214602501695384,6.8308980375770405,-29.159638151039243
RZLT,2026-06-03,100,4.0,3.613107136317662,4.773785727364676,3,time,4.079999923706055,1.9999980926513672,3,21.21212296358923,23.45678976006922,4.585072269388144,6.448214394705635,-10.192833991578768
MMED,2026-06-04,100,14.260000228881836,12.979643208639963,16.82071426936558,3,time,15.119999885559082,6.030853035580077,3,32.03703682445531,30.94581982842095,3.69085252022402,5.985773724597243,-13.62549810484779
MRVL,2026-06-04,95,301.6499938964844,270.18321119035994,364.58355930873324,3,stop,270.18321119035994,-10.431554232659034,1,51.81177580745451,71.1295096074448,2.978424049367885,6.954369488439357,-3.553040349205757
RZLT,2026-06-04,96,4.579999923706055,4.146499923297338,5.44699992452349,3,stop,4.146499923297338,-9.465065668777054,2,37.95180770478379,47.74193756786278,3.1474899109274728,6.31004377918471,-7.259951853964097
HSCS,2026-06-24,100,2.75,2.347678533622197,3.5546429327556064,3,time,2.940000057220459,6.909092989834872,2,49.456519027907866,49.456519027907866,19.850458962313578,9.753247669764926,-22.767856620176108
