asof_date,ticker,confidence,entry,hold_days,ret_5d_pct,ret_10d_pct,atr_pct,vol_ratio,notes_x,hold_ret_pct,ret_3d_pct,ret_5d_fwd_pct,n_sessions_available,ai_gate,ai_decision,ai_total,ai_conviction,ai_model,has_ai,research_status,finalized_pnl_pct,finalized_outcome,notes_y,entry_ret_5d_pct,entry_ret_10d_pct,entry_vol_ratio,entry_atr_pct,breakout_dist_pct
2026-06-28,PRCH,100,13.890000343322754,3,,,,,,15.046790117023182,15.046790117023182,7.12742798162766,12,none,—,,,,False,finalized,13.64,target,,,,,,
2026-06-28,PRG,100,46.11000061035156,3,,,,,,-2.0386086075982877,-2.0386086075982877,-6.202560339393057,12,none,—,,,,False,finalized,-2.04,time,,,,,,
2026-06-28,PSNL,94,13.020000457763672,3,,,,,,5.913974477859668,5.913974477859668,10.138246147580729,12,none,—,,,,False,finalized,5.91,time,,,,,,
2026-06-28,PUBM,88,12.649999618530272,3,,,,,,9.328065934857936,9.328065934857936,6.877477197382545,12,none,—,,,,False,finalized,10.24,target,,,,,,
2026-06-28,QNST,85,14.140000343322754,3,,,,,,8.345115437417148,8.345115437417148,15.912298385397047,12,none,—,,,,False,finalized,8.89,target,,,,,,
2026-06-28,QTRX,99,4.320000171661377,3,,,,,,0.4629625030505988,0.4629625030505988,-0.6944492735242691,12,none,—,,,,False,finalized,0.46,time,,,,,,
2026-06-28,RARE,100,30.770000457763672,3,,,,,,5.232371096521509,5.232371096521509,9.522262793585703,12,none,—,,,,False,finalized,11.32,target,,,,,,
2026-06-28,RIGL,94,38.689998626708984,3,,,,,,-1.0338529991714938,-1.0338529991714938,4.057895452444901,12,none,—,,,,False,finalized,-1.03,time,,,,,,
2026-06-28,RYAN,82,38.880001068115234,3,,,,,,2.9578129619053235,2.9578129619053235,5.992793087313493,12,none,—,,,,False,finalized,2.96,time,,,,,,
2026-06-28,SIBN,92,17.329999923706055,3,,,,,,-3.0582844141880767,-3.0582844141880767,2.0196213676317103,12,none,—,,,,False,finalized,-5.54,stop,,,,,,
2026-06-28,SKWD,97,59.189998626708984,3,,,,,,0.5406313604471374,0.5406313604471374,1.706372967839053,12,none,—,,,,False,finalized,0.54,time,,,,,,
2026-06-28,SLDE,89,19.09000015258789,3,,,,,,4.714508178818779,4.714508178818779,9.848083529280348,12,none,—,,,,False,finalized,4.71,time,,,,,,
2026-06-28,SNDX,92,21.309999465942383,3,,,,,,-1.9709060854984488,-1.9709060854984488,3.613329315161578,12,none,—,,,,False,finalized,-1.97,time,,,,,,
2026-06-28,SRRK,100,54.7599983215332,3,,,,,,-3.5062056753027955,-3.5062056753027955,1.0956944981907006,12,none,—,,,,False,finalized,-3.51,time,,,,,,
2026-06-28,SXI,86,340.5,3,,,,,,2.337736110155103,2.337736110155103,-6.085169227812958,12,none,—,,,,False,finalized,2.34,time,,,,,,
